Customer_Segment,Acquisition_Channel,Region,Tenure_Months,Customer_Lifetime_Value,CSAT_Rating,Churn
High-Tier VIP,Paid Search,Latin America,3,3447.33,4,0
Budget Hunter,Email Referral,Latin America,1,343.18,5,0
Regular Consumer,Email Referral,North America,27,862.58,5,0
Budget Hunter,Email Referral,Asia-Pacific,24,216.47,5,0
Budget Hunter,Social Media,Asia-Pacific,44,163.33,4,1
Regular Consumer,Organic/Direct,Europe,19,540.76,3,0
Budget Hunter,Paid Search,Europe,8,407.43,2,1
Regular Consumer,Paid Search,Asia-Pacific,44,1063.37,3,0
Regular Consumer,Paid Search,Europe,47,829.87,5,0
Budget Hunter,Social Media,North America,2,292.33,5,0
Budget Hunter,Social Media,Europe,30,303.81,4,0
Regular Consumer,Paid Search,Europe,30,910.62,4,0
Budget Hunter,Social Media,North America,39,490.49,3,0
Regular Consumer,Organic/Direct,Latin America,45,1625.05,4,0
Regular Consumer,Social Media,Europe,32,1676.55,4,0
High-Tier VIP,Paid Search,Europe,1,4701.6,4,0
Regular Consumer,Paid Search,North America,38,1284.14,3,0
Regular Consumer,Paid Search,Europe,13,1004.22,4,0
Regular Consumer,Paid Search,North America,11,945.88,3,0
Budget Hunter,Social Media,North America,10,351.9,5,1
Budget Hunter,Social Media,Europe,26,407.08,3,0
Regular Consumer,Organic/Direct,Europe,20,1558.73,5,0
Regular Consumer,Social Media,Europe,17,1036.2,3,0
Regular Consumer,Organic/Direct,North America,17,824.18,3,0
High-Tier VIP,Paid Search,Europe,4,5325.73,4,0
High-Tier VIP,Social Media,North America,5,2454.59,4,0
High-Tier VIP,Organic/Direct,Latin America,23,4455.89,4,0
Regular Consumer,Paid Search,Europe,46,1226.79,3,0
Budget Hunter,Paid Search,Europe,10,316.86,1,1
Regular Consumer,Email Referral,North America,46,736.43,4,0
Budget Hunter,Paid Search,North America,28,318.01,2,1
Regular Consumer,Organic/Direct,Latin America,33,1692.76,3,0
Regular Consumer,Paid Search,North America,43,1377.52,4,0
Regular Consumer,Organic/Direct,Europe,26,1548.51,2,0
Budget Hunter,Paid Search,Europe,29,243.49,2,0
Budget Hunter,Paid Search,North America,27,372.37,2,0
Regular Consumer,Social Media,Asia-Pacific,18,1226.5,5,0
Budget Hunter,Paid Search,Europe,40,359.42,3,0
High-Tier VIP,Social Media,North America,10,5125.33,5,0
Budget Hunter,Paid Search,North America,42,362.89,3,0
Budget Hunter,Paid Search,North America,5,245.92,4,1
Budget Hunter,Paid Search,Asia-Pacific,10,403.66,3,0
Regular Consumer,Paid Search,Europe,21,1452.27,4,0
Regular Consumer,Email Referral,North America,24,1595.84,5,1
Budget Hunter,Paid Search,North America,38,469.32,5,0
Budget Hunter,Social Media,Europe,3,391.69,4,1
Regular Consumer,Paid Search,Europe,40,857.15,5,0
Budget Hunter,Paid Search,Europe,31,216.18,3,0
Regular Consumer,Email Referral,North America,41,1131.87,4,0
Regular Consumer,Paid Search,North America,37,1475.84,4,0
Budget Hunter,Email Referral,Europe,2,424.82,5,0
Budget Hunter,Paid Search,Latin America,2,373.97,3,1
Corporate/Bulk,Organic/Direct,North America,39,10899.46,5,0
Regular Consumer,Social Media,Europe,42,1771.12,4,0
Regular Consumer,Email Referral,Europe,44,1372.21,4,0
Budget Hunter,Social Media,Europe,34,342.36,3,0
Regular Consumer,Social Media,North America,42,1006.37,4,0
Budget Hunter,Paid Search,Asia-Pacific,20,261.75,4,0
Regular Consumer,Paid Search,Europe,33,867.88,4,0
Corporate/Bulk,Email Referral,Europe,4,8226.64,5,0
Regular Consumer,Paid Search,North America,45,1284.29,4,0
Budget Hunter,Social Media,North America,44,348.42,4,1
Budget Hunter,Organic/Direct,North America,11,321.48,5,0
Regular Consumer,Paid Search,Asia-Pacific,42,1420.94,4,0
Budget Hunter,Email Referral,North America,47,508.3,4,0
Budget Hunter,Organic/Direct,Europe,5,277.96,3,1
Regular Consumer,Social Media,North America,25,997.71,3,0
Regular Consumer,Email Referral,Europe,37,534.88,4,0
Budget Hunter,Paid Search,Europe,34,347.7,5,0
High-Tier VIP,Paid Search,North America,9,4356.43,3,0
Budget Hunter,Social Media,North America,6,428.12,3,0
Corporate/Bulk,Paid Search,North America,18,10761.27,4,0
Budget Hunter,Organic/Direct,Europe,14,298.54,2,0
High-Tier VIP,Email Referral,Europe,19,4716.77,4,0
Regular Consumer,Social Media,North America,14,1367.12,4,0
High-Tier VIP,Paid Search,Europe,40,2680.05,3,0
Corporate/Bulk,Email Referral,North America,17,13768.95,5,0
Budget Hunter,Social Media,North America,35,464.3,4,0
Corporate/Bulk,Social Media,North America,29,12505.5,4,0
Regular Consumer,Social Media,Asia-Pacific,42,919.63,3,0
Regular Consumer,Email Referral,North America,17,1102.19,4,0
Budget Hunter,Social Media,North America,43,453.5,5,0
Regular Consumer,Organic/Direct,North America,8,906.53,3,1
Budget Hunter,Organic/Direct,North America,1,405.01,3,0
Regular Consumer,Paid Search,Europe,45,1184.77,3,0
Regular Consumer,Social Media,North America,36,1248.06,2,0
Regular Consumer,Organic/Direct,North America,7,949.27,3,1
High-Tier VIP,Social Media,Europe,46,4872.0,3,1
Regular Consumer,Organic/Direct,North America,5,1277.72,5,1
Budget Hunter,Email Referral,Asia-Pacific,24,217.93,4,1
Budget Hunter,Social Media,Europe,28,349.61,3,1
Budget Hunter,Organic/Direct,North America,43,403.72,4,0
Budget Hunter,Organic/Direct,Europe,17,316.29,1,1
Budget Hunter,Organic/Direct,North America,37,135.82,4,0
Budget Hunter,Social Media,Europe,20,339.95,3,0
Corporate/Bulk,Paid Search,Europe,3,15032.79,2,1
Regular Consumer,Social Media,North America,37,1096.66,5,0
Budget Hunter,Organic/Direct,Europe,26,475.01,3,0
Regular Consumer,Social Media,Asia-Pacific,15,956.29,5,0
Budget Hunter,Organic/Direct,Latin America,8,248.42,4,1
Regular Consumer,Social Media,Europe,13,1198.47,1,1
Regular Consumer,Social Media,Europe,3,953.23,4,0
Regular Consumer,Paid Search,North America,1,1298.96,4,1
Regular Consumer,Organic/Direct,North America,9,1088.23,3,1
Corporate/Bulk,Social Media,Europe,31,15053.27,3,1
High-Tier VIP,Paid Search,North America,41,4003.12,2,0
Regular Consumer,Paid Search,Latin America,26,1226.92,5,0
Regular Consumer,Organic/Direct,North America,17,1378.9,4,0
Regular Consumer,Social Media,North America,34,1486.89,2,1
Budget Hunter,Paid Search,North America,9,479.47,5,0
Regular Consumer,Email Referral,Asia-Pacific,13,1129.54,3,1
Budget Hunter,Organic/Direct,Europe,5,315.06,3,0
Regular Consumer,Email Referral,Europe,41,625.82,3,0
Regular Consumer,Social Media,North America,13,1812.51,4,0
Budget Hunter,Social Media,Asia-Pacific,1,381.58,2,1
Corporate/Bulk,Email Referral,North America,25,13067.47,4,0
High-Tier VIP,Social Media,Asia-Pacific,47,5125.19,5,0
Regular Consumer,Organic/Direct,Europe,4,1214.86,3,0
Regular Consumer,Paid Search,North America,36,1305.11,3,0
High-Tier VIP,Social Media,Europe,10,3870.38,3,0
Budget Hunter,Paid Search,Europe,28,323.57,4,1
Regular Consumer,Paid Search,North America,6,914.94,5,0
Budget Hunter,Paid Search,Asia-Pacific,27,486.26,3,0
Regular Consumer,Paid Search,Europe,12,1368.44,2,0
Budget Hunter,Email Referral,North America,3,522.92,3,0
High-Tier VIP,Paid Search,North America,46,7083.43,3,0
High-Tier VIP,Organic/Direct,Europe,33,2920.32,4,0
Budget Hunter,Organic/Direct,Europe,10,436.21,1,1
Regular Consumer,Social Media,Europe,31,792.61,3,1
Corporate/Bulk,Paid Search,Europe,15,11487.9,4,0
Regular Consumer,Organic/Direct,Europe,7,1294.42,3,0
High-Tier VIP,Social Media,Latin America,36,3051.94,4,0
Regular Consumer,Organic/Direct,Europe,14,978.74,2,0
Budget Hunter,Organic/Direct,Asia-Pacific,14,381.53,5,0
Budget Hunter,Email Referral,North America,3,365.43,3,1
Budget Hunter,Social Media,North America,46,260.89,5,0
Regular Consumer,Paid Search,North America,3,990.59,3,0
Regular Consumer,Social Media,Europe,22,752.57,4,0
Regular Consumer,Paid Search,Asia-Pacific,19,839.12,3,0
Regular Consumer,Email Referral,North America,35,1088.57,4,0
Regular Consumer,Paid Search,North America,12,1496.24,3,0
High-Tier VIP,Paid Search,Asia-Pacific,5,5753.51,4,0
Corporate/Bulk,Organic/Direct,North America,10,16041.95,4,0
Regular Consumer,Social Media,Europe,41,1327.28,4,0
