TenureMonths,PurchaseFrequency,AvgOrderValue,AnnualIncome,CSAT_Rating,SupportTickets,AnnualSpend,IncomeSpendRatio,EngagementScore,TenureSpendVelocity,Churn
35,10,127.8,39131.43,4,2,15336.0,0.3919,3.333,438.17,0
30,6,82.91,74892.0,5,0,5969.52,0.0797,6.0,198.98,0
30,7,87.72,64486.93,4,1,7368.48,0.1143,3.5,245.62,0
6,4,80.1,61545.57,2,0,3844.8,0.0625,4.0,640.8,1
67,8,115.2,46677.3,3,2,11059.2,0.2369,2.667,165.06,0
7,5,92.58,68953.27,4,2,5554.8,0.0806,1.667,793.54,1
52,2,94.7,76666.79,4,2,2272.8,0.0296,0.667,43.71,0
14,3,96.11,83924.07,5,3,3459.96,0.0412,0.75,247.14,0
15,3,50.62,45184.83,3,4,1822.32,0.0403,0.6,121.49,1
21,6,123.0,69733.67,4,2,8856.0,0.127,2.0,421.71,1
35,2,81.69,80117.93,5,2,1960.56,0.0245,0.667,56.02,1
66,5,93.07,50625.21,2,3,5584.2,0.1103,1.25,84.61,0
2,4,75.24,80297.72,5,3,3611.52,0.045,1.0,1805.76,0
35,6,57.44,57859.56,3,1,4135.68,0.0715,3.0,118.16,0
20,4,100.6,36664.23,4,0,4828.8,0.1317,4.0,241.44,0
10,5,112.21,42220.63,3,2,6732.6,0.1595,1.667,673.26,0
25,5,242.29,29018.54,3,3,14537.4,0.501,1.25,581.5,1
66,6,72.34,54299.71,1,1,5208.48,0.0959,3.0,78.92,0
25,3,131.79,52116.7,5,2,4744.44,0.091,1.0,189.78,0
54,8,80.95,58391.03,4,5,7771.2,0.1331,1.333,143.91,1
33,2,136.84,79510.64,2,5,3284.16,0.0413,0.333,99.52,0
36,12,120.0,54704.2,5,3,17280.0,0.3159,3.0,480.0,0
14,8,72.83,50191.67,4,4,6991.68,0.1393,1.6,499.41,1
65,6,55.16,51408.91,5,3,3971.52,0.0773,1.5,61.1,0
54,4,47.1,21639.71,1,4,2260.8,0.1045,0.8,41.87,0
52,6,142.77,67302.38,3,4,10279.44,0.1527,1.2,197.68,1
3,3,62.1,52285.74,4,7,2235.6,0.0428,0.375,745.2,1
41,4,43.31,56445.97,2,1,2078.88,0.0368,2.0,50.7,1
6,5,141.41,51386.23,4,2,8484.6,0.1651,1.667,1414.1,0
25,6,95.16,57292.93,3,3,6851.52,0.1196,1.5,274.06,1
13,8,83.47,31388.35,2,0,8013.12,0.2553,8.0,616.39,0
8,4,127.67,54980.55,3,3,6128.16,0.1115,1.0,766.02,1
21,5,81.15,44127.42,5,2,4869.0,0.1103,1.667,231.86,0
68,5,122.48,55628.72,3,2,7348.8,0.1321,1.667,108.07,0
25,7,72.86,36730.68,2,1,6120.24,0.1666,3.5,244.81,0
68,5,164.2,63614.16,4,0,9852.0,0.1549,5.0,144.88,0
45,7,67.82,55385.3,4,2,5696.88,0.1029,2.333,126.6,0
60,4,123.26,31681.37,4,2,5916.48,0.1867,1.333,98.61,1
12,12,151.08,72034.04,4,2,21755.52,0.302,4.0,1812.96,0
32,3,17.69,45741.86,1,2,636.84,0.0139,1.0,19.9,0
13,0,118.01,48544.84,3,2,0.0,0.0,0.0,0.0,0
31,10,68.41,69367.91,4,4,8209.2,0.1183,2.0,264.81,0
20,14,127.33,74320.84,5,2,21391.44,0.2878,4.667,1069.57,0
18,6,104.54,46614.2,4,3,7526.88,0.1615,1.5,418.16,1
60,5,116.31,57006.73,1,2,6978.6,0.1224,1.667,116.31,0
63,3,92.09,67275.44,3,3,3315.24,0.0493,0.75,52.62,0
6,3,155.42,77738.71,1,1,5595.12,0.072,1.5,932.52,0
32,7,48.1,56596.19,4,5,4040.4,0.0714,1.167,126.26,1
43,6,148.13,63491.26,1,2,10665.36,0.168,2.0,248.03,1
2,5,73.39,38549.02,2,1,4403.4,0.1142,2.5,2201.7,0
60,4,36.06,27778.54,3,5,1730.88,0.0623,0.667,28.85,1
23,6,96.82,64988.16,3,3,6971.04,0.1073,1.5,303.09,0
31,10,69.56,40475.33,3,2,8347.2,0.2062,3.333,269.26,0
5,3,114.39,38361.57,3,2,4118.04,0.1073,1.0,823.61,1
34,2,119.24,66545.56,4,2,2861.76,0.043,0.667,84.17,0
10,5,88.29,52345.92,3,2,5297.4,0.1012,1.667,529.74,0
2,7,116.7,59096.27,4,3,9802.8,0.1659,1.75,4901.4,0
11,7,107.34,31901.63,3,1,9016.56,0.2826,3.5,819.69,0
50,10,96.04,38600.72,3,1,11524.8,0.2986,5.0,230.5,0
31,7,87.03,84351.14,4,2,7310.52,0.0867,2.333,235.82,0
56,8,75.59,43155.89,4,2,7256.64,0.1681,2.667,129.58,0
9,8,193.96,51340.73,4,0,18620.16,0.3627,8.0,2068.91,0
21,7,94.07,59272.53,4,3,7901.88,0.1333,1.75,376.28,0
28,3,109.52,35740.7,4,0,3942.72,0.1103,3.0,140.81,0
62,7,124.79,79350.4,3,0,10482.36,0.1321,7.0,169.07,0
7,6,83.79,55135.05,4,2,6032.88,0.1094,2.0,861.84,0
16,5,112.92,50744.54,4,3,6775.2,0.1335,1.25,423.45,1
4,9,186.13,74226.04,2,0,20102.04,0.2708,9.0,5025.51,1
4,4,67.74,71412.4,3,1,3251.52,0.0455,2.0,812.88,0
40,9,186.1,90405.84,4,3,20098.8,0.2223,2.25,502.47,0
17,5,128.69,47133.42,1,1,7721.4,0.1638,2.5,454.2,0
52,5,72.96,94479.0,3,3,4377.6,0.0463,1.25,84.18,1
52,9,65.89,66630.52,4,1,7116.12,0.1068,4.5,136.85,0
36,7,185.63,85427.26,5,1,15592.92,0.1825,3.5,433.14,0
38,4,143.62,72744.47,5,2,6893.76,0.0948,1.333,181.41,0
50,9,89.51,43444.34,3,3,9667.08,0.2225,2.25,193.34,0
63,6,76.99,39993.24,4,0,5543.28,0.1386,6.0,87.99,0
63,4,73.1,22525.79,1,1,3508.8,0.1558,2.0,55.7,0
62,5,87.59,18809.59,3,3,5255.4,0.2794,1.25,84.76,1
7,4,91.25,43979.22,4,1,4380.0,0.0996,2.0,625.71,0
27,10,102.22,77806.09,2,5,12266.4,0.1577,1.667,454.31,1
14,5,61.36,46033.71,3,1,3681.6,0.08,2.5,262.97,0
71,7,71.68,42824.3,5,1,6021.12,0.1406,3.5,84.8,0
5,6,85.64,67593.45,4,5,6166.08,0.0912,1.0,1233.22,1
55,3,216.42,39492.4,4,2,7791.12,0.1973,1.0,141.66,1
2,6,107.03,88130.17,5,1,7706.16,0.0874,3.0,3853.08,0
62,8,51.12,50289.99,4,2,4907.52,0.0976,2.667,79.15,0
21,9,62.76,71752.4,2,1,6778.08,0.0945,4.5,322.77,0
21,13,184.62,51398.79,4,1,28800.72,0.5603,6.5,1371.46,0
10,5,155.98,55442.39,3,3,9358.8,0.1688,1.25,935.88,1
58,7,80.71,75287.54,3,3,6779.64,0.09,1.75,116.89,0
39,6,117.7,59128.31,5,3,8474.4,0.1433,1.5,217.29,0
5,7,111.9,81888.3,3,1,9399.6,0.1148,3.5,1879.92,0
65,4,95.37,40900.89,1,2,4577.76,0.1119,1.333,70.43,1
13,5,66.25,31617.47,3,3,3975.0,0.1257,1.25,305.77,0
53,10,41.3,23512.13,2,2,4956.0,0.2108,3.333,93.51,0
45,1,137.06,77589.38,5,0,1644.72,0.0212,1.0,36.55,0
32,7,113.01,71228.59,4,1,9492.84,0.1333,3.5,296.65,0
36,7,66.74,50218.52,4,1,5606.16,0.1116,3.5,155.73,0
60,4,153.03,60377.6,4,1,7345.44,0.1217,2.0,122.42,0
11,3,181.48,74249.98,4,3,6533.28,0.088,0.75,593.93,1
63,4,105.48,51575.82,4,1,5063.04,0.0982,2.0,80.37,0
21,1,93.84,23319.05,4,0,1126.08,0.0483,1.0,53.62,0
52,5,46.73,23548.5,5,3,2803.8,0.1191,1.25,53.92,0
55,4,88.07,35296.0,5,2,4227.36,0.1198,1.333,76.86,1
26,9,58.86,56839.68,5,3,6356.88,0.1118,2.25,244.5,1
68,8,90.24,38050.75,4,2,8663.04,0.2277,2.667,127.4,0
34,4,145.93,73602.77,5,2,7004.64,0.0952,1.333,206.02,0
52,8,124.48,32075.22,3,2,11950.08,0.3726,2.667,229.81,0
52,1,247.06,42517.67,5,5,2964.72,0.0697,0.167,57.01,1
29,3,154.92,22215.7,5,0,5577.12,0.251,3.0,192.31,0
38,6,84.86,46986.55,5,2,6109.92,0.13,2.0,160.79,0
42,8,52.6,55128.18,5,2,5049.6,0.0916,2.667,120.23,0
21,6,83.3,74399.65,3,2,5997.6,0.0806,2.0,285.6,0
42,7,105.68,57159.72,2,2,8877.12,0.1553,2.333,211.36,0
13,5,157.87,68336.21,3,0,9472.2,0.1386,5.0,728.63,0
64,4,134.88,73092.04,4,3,6474.24,0.0886,1.0,101.16,0
17,4,43.32,62060.95,3,1,2079.36,0.0335,2.0,122.32,0
9,7,104.26,38860.99,3,0,8757.84,0.2254,7.0,973.09,0
41,4,145.34,62282.87,4,3,6976.32,0.112,1.0,170.15,0
1,4,162.68,81780.48,4,1,7808.64,0.0955,2.0,7808.64,0
2,8,150.22,49331.06,5,1,14421.12,0.2923,4.0,7210.56,0
60,6,70.03,64983.72,4,4,5042.16,0.0776,1.2,84.04,0
48,6,71.63,64519.01,4,1,5157.36,0.0799,3.0,107.44,0
29,5,193.98,48358.42,4,4,11638.8,0.2407,1.0,401.34,0
10,6,78.27,71871.92,5,2,5635.44,0.0784,2.0,563.54,0
58,6,180.32,48075.55,3,2,12983.04,0.2701,2.0,223.85,0
60,4,63.06,63154.93,2,1,3026.88,0.0479,2.0,50.45,0
21,2,90.19,50691.27,5,2,2164.56,0.0427,0.667,103.07,1
28,6,34.98,55785.3,4,0,2518.56,0.0451,6.0,89.95,0
34,6,87.43,71804.32,4,1,6294.96,0.0877,3.0,185.15,0
8,4,65.65,19954.57,3,7,3151.2,0.1579,0.5,393.9,1
59,4,124.86,66105.94,3,4,5993.28,0.0907,0.8,101.58,1
49,4,124.42,67729.03,4,2,5972.16,0.0882,1.333,121.88,0
17,8,114.8,44651.78,2,0,11020.8,0.2468,8.0,648.28,0
60,5,67.1,54435.6,3,4,4026.0,0.074,1.0,67.1,0
45,5,155.22,37428.29,3,2,9313.2,0.2488,1.667,206.96,1
69,4,97.13,40617.73,4,2,4662.24,0.1148,1.333,67.57,0
32,5,129.26,59877.22,4,1,7755.6,0.1295,2.5,242.36,0
44,5,150.57,102252.51,5,3,9034.2,0.0884,1.25,205.32,0
65,6,101.91,66951.36,4,3,7337.52,0.1096,1.5,112.88,1
8,7,50.23,39730.34,5,1,4219.32,0.1062,3.5,527.42,0
43,8,107.03,68964.31,4,2,10274.88,0.149,2.667,238.95,1
1,8,87.91,65455.99,4,1,8439.36,0.1289,4.0,8439.36,0
51,12,64.15,23916.42,1,0,9237.6,0.3862,12.0,181.13,0
24,4,171.61,49314.14,2,4,8237.28,0.167,0.8,343.22,1
24,2,83.69,52434.15,4,1,2008.56,0.0383,1.0,83.69,0
17,4,121.25,57125.46,3,4,5820.0,0.1019,0.8,342.35,1
5,3,44.73,54432.73,4,3,1610.28,0.0296,0.75,322.06,1
20,11,133.66,57659.81,4,1,17643.12,0.306,5.5,882.16,0
21,8,107.05,38167.39,5,3,10276.8,0.2693,2.0,489.37,0
58,8,79.63,49147.66,5,1,7644.48,0.1555,4.0,131.8,0
31,6,47.71,50215.83,2,0,3435.12,0.0684,6.0,110.81,0
11,11,114.24,75879.32,3,2,15079.68,0.1987,3.667,1370.88,0
52,3,84.01,42445.01,4,0,3024.36,0.0713,3.0,58.16,0
15,3,191.74,50599.25,3,3,6902.64,0.1364,0.75,460.18,0
7,2,70.79,48591.97,3,2,1698.96,0.035,0.667,242.71,1
28,6,35.46,83572.76,4,2,2553.12,0.0305,2.0,91.18,0
51,4,56.19,66972.98,5,2,2697.12,0.0403,1.333,52.88,0
58,14,150.1,38193.44,4,4,25216.8,0.6602,2.8,434.77,1
5,5,135.47,62154.04,4,0,8128.2,0.1308,5.0,1625.64,1
5,5,171.0,36790.83,3,0,10260.0,0.2789,5.0,2052.0,0
8,8,88.53,59690.32,4,2,8498.88,0.1424,2.667,1062.36,0
64,8,128.09,79588.54,3,3,12296.64,0.1545,2.0,192.14,0
10,7,104.85,19786.24,4,3,8807.4,0.4451,1.75,880.74,1
38,6,73.15,36852.15,2,1,5266.8,0.1429,3.0,138.6,0
8,10,96.84,57805.17,5,1,11620.8,0.201,5.0,1452.6,0
25,4,81.43,47871.89,4,0,3908.64,0.0816,4.0,156.35,0
66,9,166.75,58850.96,4,2,18009.0,0.306,3.0,272.86,0
50,8,72.92,53500.03,5,2,7000.32,0.1308,2.667,140.01,0
67,6,177.34,24745.82,3,4,12768.48,0.516,1.2,190.57,1
49,6,70.86,66195.66,2,3,5101.92,0.0771,1.5,104.12,0
36,10,81.46,30973.09,4,0,9775.2,0.3156,10.0,271.53,0
68,8,98.86,58699.34,5,2,9490.56,0.1617,2.667,139.57,0
41,9,69.45,46818.97,4,2,7500.6,0.1602,3.0,182.94,0
62,4,98.48,98219.27,1,1,4727.04,0.0481,2.0,76.24,0
10,4,104.27,52824.04,4,5,5004.96,0.0947,0.667,500.5,0
21,8,162.92,61317.99,1,0,15640.32,0.2551,8.0,744.78,0
36,6,35.18,64971.44,4,0,2532.96,0.039,6.0,70.36,0
12,4,71.15,61077.19,3,3,3415.2,0.0559,1.0,284.6,1
2,4,187.33,54519.74,5,2,8991.84,0.1649,1.333,4495.92,1
13,6,80.7,37169.65,3,3,5810.4,0.1563,1.5,446.95,1
53,10,80.69,52987.43,5,3,9682.8,0.1827,2.5,182.69,0
32,6,69.12,21414.06,3,1,4976.64,0.2324,3.0,155.52,0
16,5,126.89,63776.04,3,4,7613.4,0.1194,1.0,475.84,0
32,2,46.04,107568.83,5,4,1104.96,0.0103,0.4,34.53,0
32,8,111.86,58180.43,2,0,10738.56,0.1846,8.0,335.58,0
11,6,199.48,61111.14,4,3,14362.56,0.235,1.5,1305.69,1
10,5,40.76,27065.67,3,5,2445.6,0.0904,0.833,244.56,1
15,10,127.51,40312.72,4,2,15301.2,0.3796,3.333,1020.08,0
17,2,54.74,71107.06,2,0,1313.76,0.0185,2.0,77.28,0
40,10,114.78,28948.97,3,1,13773.6,0.4758,5.0,344.34,0
18,1,110.59,41896.34,4,1,1327.08,0.0317,0.5,73.73,1
55,6,131.33,65221.67,3,3,9455.76,0.145,1.5,171.92,0
25,4,76.14,69564.06,1,1,3654.72,0.0525,2.0,146.19,1
59,7,77.9,53036.84,4,0,6543.6,0.1234,7.0,110.91,0
22,3,132.87,57208.57,4,2,4783.32,0.0836,1.0,217.42,0
30,4,75.84,57166.66,1,2,3640.32,0.0637,1.333,121.34,1
44,5,139.61,32799.35,4,0,8376.6,0.2554,5.0,190.38,0
32,5,30.51,53679.99,5,2,1830.6,0.0341,1.667,57.21,0
51,4,107.64,59354.09,2,3,5166.72,0.087,1.0,101.31,1
46,3,135.75,53408.71,4,0,4887.0,0.0915,3.0,106.24,0
21,7,88.6,20339.88,4,1,7442.4,0.3659,3.5,354.4,1
32,9,165.86,82641.63,1,2,17912.88,0.2168,3.0,559.78,0
39,11,77.32,35319.29,1,1,10206.24,0.289,5.5,261.7,1
12,7,105.84,56298.31,3,0,8890.56,0.1579,7.0,740.88,1
47,9,145.72,60792.23,4,1,15737.76,0.2589,4.5,334.85,0
18,5,57.53,46813.21,2,1,3451.8,0.0737,2.5,191.77,0
21,7,151.17,59401.16,5,2,12698.28,0.2138,2.333,604.68,0
13,7,111.28,41045.15,4,1,9347.52,0.2277,3.5,719.04,0
21,4,67.81,93647.77,3,5,3254.88,0.0348,0.667,154.99,1
8,6,94.95,50310.86,4,3,6836.4,0.1359,1.5,854.55,0
46,4,65.22,71182.17,5,1,3130.56,0.044,2.0,68.06,0
7,5,123.22,35332.69,2,2,7393.2,0.2092,1.667,1056.17,1
23,6,85.46,67983.0,4,3,6153.12,0.0905,1.5,267.53,0
22,3,80.85,42090.29,4,2,2910.6,0.0692,1.0,132.3,1
22,5,124.88,29923.37,2,3,7492.8,0.2504,1.25,340.58,1
29,7,87.73,35828.5,1,3,7369.32,0.2057,1.75,254.11,1
13,9,97.05,39737.61,1,3,10481.4,0.2638,2.25,806.26,1
2,7,21.3,57006.16,3,2,1789.2,0.0314,2.333,894.6,1
29,6,94.06,106764.22,1,1,6772.32,0.0634,3.0,233.53,0
52,6,34.56,104242.16,4,2,2488.32,0.0239,2.0,47.85,0
27,7,49.9,49206.66,5,0,4191.6,0.0852,7.0,155.24,0
50,3,71.57,72269.55,1,2,2576.52,0.0357,1.0,51.53,0
23,7,73.85,32432.01,3,2,6203.4,0.1913,2.333,269.71,0
44,10,32.94,17126.88,1,1,3952.8,0.2308,5.0,89.84,1
22,6,96.98,55550.54,2,2,6982.56,0.1257,2.0,317.39,0
43,8,90.73,64833.21,3,2,8710.08,0.1343,2.667,202.56,0
37,5,101.8,69098.61,3,2,6108.0,0.0884,1.667,165.08,0
61,5,83.17,74434.57,5,4,4990.2,0.067,1.0,81.81,1
56,9,174.84,49051.98,3,2,18882.72,0.385,3.0,337.19,1
3,3,118.5,56296.75,4,3,4266.0,0.0758,0.75,1422.0,0
63,4,184.63,69782.3,3,1,8862.24,0.127,2.0,140.67,0
19,11,57.4,76482.43,1,3,7576.8,0.0991,2.75,398.78,1
23,6,82.14,38671.59,5,1,5914.08,0.1529,3.0,257.13,0
29,10,74.44,58792.19,2,2,8932.8,0.1519,3.333,308.03,0
30,2,44.64,66691.95,5,0,1071.36,0.0161,2.0,35.71,0
39,5,88.71,57655.95,2,2,5322.6,0.0923,1.667,136.48,0
25,3,31.89,43803.22,4,2,1148.04,0.0262,1.0,45.92,1
8,8,122.64,55055.67,5,0,11773.44,0.2138,8.0,1471.68,0
58,7,156.73,64535.14,2,2,13165.32,0.204,2.333,226.99,1
16,6,86.45,41308.27,3,0,6224.4,0.1507,6.0,389.02,0
1,7,101.37,33449.7,4,2,8515.08,0.2546,2.333,8515.08,1
5,7,157.39,92071.77,1,5,13220.76,0.1436,1.167,2644.15,1
3,7,62.39,58375.54,4,1,5240.76,0.0898,3.5,1746.92,0
65,8,44.4,71890.31,2,2,4262.4,0.0593,2.667,65.58,0
4,7,31.46,58770.93,3,3,2642.64,0.045,1.75,660.66,1
64,4,65.48,73905.71,2,2,3143.04,0.0425,1.333,49.11,1
10,12,70.5,56425.21,5,1,10152.0,0.1799,6.0,1015.2,0
21,7,126.62,65568.04,2,1,10636.08,0.1622,3.5,506.48,1
46,7,51.06,35028.45,1,1,4289.04,0.1224,3.5,93.24,0
27,6,43.52,23227.82,4,0,3133.44,0.1349,6.0,116.05,0
66,12,136.2,46423.4,3,3,19612.8,0.4225,3.0,297.16,0
41,5,72.63,29335.71,3,0,4357.8,0.1485,5.0,106.29,0
13,8,101.71,16894.33,2,1,9764.16,0.578,4.0,751.09,1
9,2,129.96,60431.46,4,0,3119.04,0.0516,2.0,346.56,1
36,12,255.68,23151.49,4,2,36817.92,1.5903,4.0,1022.72,0
58,3,112.3,72090.92,3,2,4042.8,0.0561,1.0,69.7,0
54,4,69.17,80941.34,2,1,3320.16,0.041,2.0,61.48,0
12,4,135.06,29026.18,4,2,6482.88,0.2233,1.333,540.24,1
14,2,60.67,60195.98,4,1,1456.08,0.0242,1.0,104.01,1
34,6,156.55,88442.81,3,4,11271.6,0.1274,1.2,331.52,1
53,10,67.05,46504.37,1,1,8046.0,0.173,5.0,151.81,0
20,4,55.59,65995.24,2,1,2668.32,0.0404,2.0,133.42,0
16,8,96.34,98072.26,4,3,9248.64,0.0943,2.0,578.04,1
70,6,110.84,24811.32,5,3,7980.48,0.3216,1.5,114.01,0
56,4,56.74,36652.89,1,4,2723.52,0.0743,0.8,48.63,0
58,6,71.73,65153.64,3,2,5164.56,0.0793,2.0,89.04,0
4,9,116.3,94103.9,1,1,12560.4,0.1335,4.5,3140.1,0
4,2,102.96,42198.1,3,2,2471.04,0.0586,0.667,617.76,1
20,7,113.45,98843.17,3,4,9529.8,0.0964,1.4,476.49,0
10,6,157.87,57375.21,5,0,11366.64,0.1981,6.0,1136.66,0
24,6,107.84,19589.4,2,1,7764.48,0.3964,3.0,323.52,0
26,9,176.86,83628.67,4,1,19100.88,0.2284,4.5,734.65,0
37,4,138.5,46654.77,3,2,6648.0,0.1425,1.333,179.68,0
54,3,72.5,63073.46,4,2,2610.0,0.0414,1.0,48.33,1
21,5,161.09,25134.95,4,4,9665.4,0.3845,1.0,460.26,1
38,4,105.89,41441.47,1,2,5082.72,0.1226,1.333,133.76,0
46,6,150.11,28056.31,5,1,10807.92,0.3852,3.0,234.95,0
4,11,114.41,26146.12,2,1,15102.12,0.5776,5.5,3775.53,0
60,10,196.29,56764.71,4,2,23554.8,0.415,3.333,392.58,0
57,8,55.65,65201.99,5,1,5342.4,0.0819,4.0,93.73,0
45,1,85.78,45158.35,1,5,1029.36,0.0228,0.167,22.87,1
20,5,123.67,29131.23,4,2,7420.2,0.2547,1.667,371.01,0
17,5,100.85,32030.1,4,2,6051.0,0.1889,1.667,355.94,0
71,11,60.94,61689.33,5,1,8044.08,0.1304,5.5,113.3,0
4,7,187.42,56992.43,4,3,15743.28,0.2762,1.75,3935.82,0
14,5,91.39,61985.34,3,1,5483.4,0.0885,2.5,391.67,0
3,9,143.7,83051.29,4,2,15519.6,0.1869,3.0,5173.2,1
58,6,119.39,65356.29,4,0,8596.08,0.1315,6.0,148.21,0
55,5,132.83,62362.53,4,0,7969.8,0.1278,5.0,144.91,0
4,5,53.88,97636.9,5,4,3232.8,0.0331,1.0,808.2,0
24,2,93.1,50053.88,2,0,2234.4,0.0446,2.0,93.1,0
34,7,134.31,97906.16,2,0,11282.04,0.1152,7.0,331.82,0
30,11,143.26,80629.91,4,1,18910.32,0.2345,5.5,630.34,0
19,6,137.68,49637.34,5,2,9912.96,0.1997,2.0,521.73,1
31,9,67.3,69487.1,3,3,7268.4,0.1046,2.25,234.46,0
60,6,41.37,51126.38,5,1,2978.64,0.0583,3.0,49.64,0
60,11,50.65,29144.88,5,2,6685.8,0.2294,3.667,111.43,0
19,5,95.23,54855.29,5,4,5713.8,0.1042,1.0,300.73,0
49,5,99.51,28591.73,5,2,5970.6,0.2088,1.667,121.85,0
63,7,95.05,59193.37,5,1,7984.2,0.1349,3.5,126.73,1
22,15,54.64,69408.64,4,1,9835.2,0.1417,7.5,447.05,0
24,7,73.63,51095.68,4,1,6184.92,0.121,3.5,257.7,0
30,14,186.63,59157.23,1,2,31353.84,0.53,4.667,1045.13,0
58,1,111.36,58859.05,2,2,1336.32,0.0227,0.333,23.04,0
31,1,92.29,70198.29,2,1,1107.48,0.0158,0.5,35.73,0
64,9,184.74,56610.56,1,0,19951.92,0.3524,9.0,311.75,0
19,3,203.64,49334.93,2,2,7331.04,0.1486,1.0,385.84,1
48,5,77.13,69380.93,5,2,4627.8,0.0667,1.667,96.41,0
45,3,111.72,57854.05,4,2,4021.92,0.0695,1.0,89.38,0
55,7,45.46,16559.98,3,2,3818.64,0.2306,2.333,69.43,0
55,6,39.58,48694.84,4,2,2849.76,0.0585,2.0,51.81,0
18,6,85.54,45690.92,4,1,6158.88,0.1348,3.0,342.16,0
63,8,53.04,57654.27,2,1,5091.84,0.0883,4.0,80.82,0
47,10,73.68,55719.83,5,3,8841.6,0.1587,2.5,188.12,0
57,5,106.88,19893.54,3,1,6412.8,0.3224,2.5,112.51,0
45,9,167.97,28149.01,4,2,18140.76,0.6445,3.0,403.13,0
33,9,113.09,37848.51,3,2,12213.72,0.3227,3.0,370.11,1
17,7,77.51,56160.19,4,2,6510.84,0.1159,2.333,382.99,0
70,5,208.87,74329.15,4,5,12532.2,0.1686,0.833,179.03,1
4,7,98.39,26134.41,2,0,8264.76,0.3162,7.0,2066.19,0
20,11,144.05,42901.93,5,2,19014.6,0.4432,3.667,950.73,1
47,4,149.57,54127.46,1,4,7179.36,0.1326,0.8,152.75,0
